"Product","Stock","Transit","Sold (30d)","Order Qty","Last Supplier","Last Price","Current Cost","Expected Profit","Margin %","Stock-Out Days","Priority Score","Priority","Sales Period","Transit Time"
"Кулер вентилятор для корпуса Arctic P12 PWM PST (120mm, 4pin PWM, Black)","0","0","0","0","""Kosatec""","$3.95","$0.00","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Мат. плата Gigabyte B850M D3HP (S-AM5, B850, HDMI/2xDP, 2xPCI-E, 4DDR5, 2xM.2, GbLAN)","0","0","0","0","""Kosatec""","$129.66","$0.00","$0.00","0.0%","∞","8.3","NO","30d","4 weeks (1x)"
"Веб-камера Logitech HD Webcam C310 (с микрофоном)","0","0","0","0","""Kosatec""","$17.08","$0.00","$0.00","0.0%","∞","11.1","NO","30d","4 weeks (1x)"
"Кулер вентилятор для корпуса Arctic P14 PWM PST (140mm, 4pin PWM, White)","0","0","0","0","""Kosatec""","$7.00","$0.00","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Модуль памяти DIMM 32GB DDR5 G.Skill Trident Z5 Neo F5-6000J3038F16GX2-TZ5N (2x16GB, 6000MHz)","0","0","0","0","""Kosatec""","$112.07","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Блок питания 1200W Enermax PlatiGemini EGN1200P 80+ Platinum (Cable Management, ATX 3.1)","0","0","0","0","""Kosatec""","$224.37","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Наушники с микрофоном беспроводные Logitech Zone Vibe Wireless Headset (Bluetooth 5.2, Graphite, Microsoft Teams)","0","0","0","0","""Kosatec""","$110.50","$0.00","$0.00","0.0%","∞","11.4","NO","30d","4 weeks (1x)"
"Веб-камера Logitech Brio 4K (с микрофоном)","0","0","0","0","""Kosatec""","$130.51","$0.00","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Экран для проектора Cactus Motoexpert CS-PSME-240X240-WT (240x240cm, 1:1, настенный)","0","0","0","0","""Merlion""","$226.78","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Клавиатура+мышь A4Tech Fstyler F1010 (Multimedia, White, USB)","0","0","0","0","""Merlion""","$16.43","$0.00","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Система для видеоконференций Logitech Rally Plus Video (960-001224)","0","0","0","0","""Kosatec""","$1611.09","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Монитор LED 32"" Samsung Odyssey G5 S32CG552EU (QHD VA, 2560x1440, 2500:1, 1ms, HDR10, HDMI/DP, Curved, Black)","0","0","1","1","""Kosatec""","$211.78","$0.00","$0.00","0.0%","∞","58.3","HIGH","30d","4 weeks (1x)"
"Монитор LED 32"" LG 32UP55NP-W (4K VA, 3840x2160, 3000:1, 4ms, HDR10, 2xHDMI/DP/USB-C, Speakers, White)","0","0","0","0","""Kosatec""","$291.70","$0.00","$0.00","0.0%","∞","8.9","NO","30d","4 weeks (1x)"
"Видеокарта 6GB Zotac GeForce RTX3050 SOLO (14000MHz, GDDR6, 96bit, HDMI/3xDP)","0","0","0","0","""Zotac""","$151.00","$0.00","$0.00","0.0%","∞","24","NO","30d","4 weeks (1x)"
"Дисковод DVD-RW ASUS DRW-24D5MT/BLK/B/GEN (SATA, 24x/16x, Black)","0","0","0","0","""DG Comp""","$21.58","$0.00","$0.00","0.0%","∞","10","NO","30d","4 weeks (1x)"
"Наушники с микрофоном беспроводные Logitech Zone Vibe Wireless UC headset (Graphite)","0","0","0","0","""Kosatec""","$113.16","$0.00","$0.00","0.0%","∞","10","NO","30d","4 weeks (1x)"
"Клавиатура беспроводная Logitech MX Keys S (Graphite, US Layout)","0","0","0","0","""Kosatec""","$106.30","$0.00","$0.00","0.0%","∞","8.9","NO","30d","4 weeks (1x)"
"Ноутбук Lenovo Legion 7 16IRX9 16"" (3.2K IPS, Core i7 14700HX, 32GB DDR5, 1TB SSD, 8GB RTX4060, Black, 83FD0044RK)","0","0","0","0","""Merlion""","$1912.38","$0.00","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Графический планшет WACOM Intuos Pro L PTH-860-R Bluetooth (430 × 287 × 8 mm, Black)","0","0","0","0","""Eldorado"" ООО","$563.85","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Мат. плата ASUS PRIME H610M-R D4-SI (S-1700, H610, VGA, HDMI, PCI-E, 2DDR4, M.2, PCI, SATA3, GbLAN)","0","0","43","43","""IT Trading""","$71.08","$0.00","$0.00","0.0%","∞","74","CRITICAL","30d","4 weeks (1x)"
"Ноутбук Lenovo Ideapad Slim 3 15.6"" (FHD Touch, Core 5 120U, 8GB DDR5, 512GB SSD, Intel Graphics, Arctic Grey, Windows 11)","0","0","0","0","""HAIFA Wholesale"" LLC","$389.99","$0.00","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Ноутбук HP Victus Gaming 15-fa2709wm 15.6"" (IPS FHD, 144Hz, Core i5 13420H, 16GB DDR4, 512GB SSD, 6GB RTX4050, Silver, Win 11)","0","0","0","0","""HAIFA Wholesale"" LLC","$669.99","$0.00","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Ноутбук HP OmniBook 5 Flip 14-fp0023dx 14"" (2K Touch, Core 7 150U, 16GB LPDDR5, 512GB SSD, Silver, Intel Graphics, Windows 11)","0","0","1","1","""HAIFA Wholesale"" LLC","$619.99","$0.00","$0.00","0.0%","∞","56.9","HIGH","30d","4 weeks (1x)"
"Принтер лазерный МФУ HP LaserJet Enterprise M578DN (Принтер/Сканер/Копир, ADF, Duplex, A4, 7ZU85A)","0","0","0","0","""ChipDip""","$2879.49","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Процессор Intel Core i3 14100 (4.7GHz, 12Mb, 8GT/s, GPU, S1700, TRAY)","0","0","0","0","""Kosatec""","$91.24","$0.00","$0.00","0.0%","∞","11.8","NO","30d","4 weeks (1x)"
"Накопитель SSD M.2 4TB SAMSUNG MZ-V9S4T0BW 990 EVO Plus (M.2 2280, PCI-E x 5, Reading 7250 MB/s, Writing 6300 Mb/s)","0","0","1","1","""Kosatec""","$243.61","$0.00","$0.00","0.0%","∞","57.2","HIGH","30d","4 weeks (1x)"
"Блок питания 750W Cougar Atlas 750 80+ Bronze (ATX)","0","0","2","2","""IT Trading""","$59.23","$0.00","$0.00","0.0%","∞","63.9","HIGH","30d","4 weeks (1x)"
"Блок питания 700W Deepcool PF700 80+ (ATX)","0","0","1","1","""DG Comp""","$45.94","$0.00","$0.00","0.0%","∞","60","HIGH","30d","4 weeks (1x)"
"Корпус FullTower Deepcool Morpheus w/o black (FullATX, E-ATX)","0","0","1","1","""DG Comp""","$187.05","$0.00","$0.00","0.0%","∞","57.9","HIGH","30d","4 weeks (1x)"
"Корпус MidiTower Deepcool Matrexx 50 MESH 4FS w/o black (MidiATX, E-ATX)","0","0","2","2","""DG Comp""","$59.14","$0.00","$0.00","0.0%","∞","57.5","HIGH","30d","4 weeks (1x)"
"Мат. плата ASUS PRIME B760M-A Wi-Fi D4 (S-1700, B760, 2xHDMI, DP, 3xPCI-E 4.0, 4xDDR4, 2xM.2, SATAIII, SATA3, BT5.2, 2.5GbLAN)","0","0","1","1","""DG Comp""","$146.86","$0.00","$0.00","0.0%","∞","56.9","HIGH","30d","4 weeks (1x)"
"Блок питания 800W Deepcool PL800D 80+ Bronze (ATX)","0","0","0","0","""DG Comp""","$74.82","$0.00","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Корпус MidiTower XYZ AIRONE 100 MESH White (w/o PSU, Side TG, 6x Integrated A-RGB Fans, X-CS-AIRONE1M-W)","0","0","8","8","""XYZ""","$24.95","$0.00","$0.00","0.0%","∞","60.4","HIGH","30d","4 weeks (1x)"
"Наушники с микрофоном беспроводные Jabra Evolve2 85 MS Stereo (Bluetooth, Black)","0","0","0","0","""Kosatec""","$310.74","$0.00","$0.00","0.0%","∞","9.7","NO","30d","4 weeks (1x)"
"Планшет Samsung Galaxy Tab S6 Lite SM-P619NZAADBT (10.4"", 2000x1200, Snapdragon 720G, 4GB RAM, 64GB Flash, Wi-Fi/LTE, Camera 8M","0","0","0","0","""Kosatec""","$250.91","$0.00","$0.00","0.0%","∞","13.5","NO","30d","4 weeks (1x)"
"Модуль памяти DIMM 16GB DDR5 Crucial CT16G56C46U5 (5600MHz)","0","0","1","1","""Kosatec""","$37.75","$0.00","$0.00","0.0%","∞","59","HIGH","30d","4 weeks (1x)"
"Принтер струйный МФУ Canon Pixma TS3640, A4","0","0","0","0","""COMPUTER SUPPLIES FZCO"" DUBAI","$30.00","$0.00","$0.00","0.0%","∞","24","NO","30d","4 weeks (1x)"
"Принтер струйный МФУ Epson L3250 EcoTank, A4","0","0","0","0","""COMPUTER SUPPLIES FZCO"" DUBAI","$114.00","$0.00","$0.00","0.0%","∞","24","NO","30d","4 weeks (1x)"
"Ноутбук Lenovo ThinkPad T14 Gen5 14"" (WUXGA, Core Ultra 5-135U, 16GB DDR5, 512GB SSD, Intel Arc, Black, Windows 11 Pro)","0","0","0","0","""SHUKRAN INTERNATIONAL LLC"" SHARJAH","$945.00","$0.00","$0.00","0.0%","∞","11.8","NO","30d","4 weeks (1x)"
"Модуль памяти DIMM 8GB DDR4 PATRIOT PSD48G240081 (2400MHz)","0","0","25","25","""Patriot""","$16.50","$0.00","$0.00","0.0%","∞","65.3","HIGH","30d","4 weeks (1x)"
"Модуль памяти DIMM 32GB DDR4 PATRIOT PSD432G3200K Kit (2x16GB, 3200MHz, 1.2v)","0","0","15","15","""Patriot""","$67.00","$0.00","$0.00","0.0%","∞","61.8","HIGH","30d","4 weeks (1x)"
"Мат. плата ASUS PRIME B760M-A-CSM (S-1700, B760, 2xHDMI, DP, 3xPCI-E, 4xDDR5, HDMI/DP, 4xSATA, 2xM.2, 2.5GbLAN)","0","0","0","0","""DG Comp""","$120.93","$0.00","$0.00","0.0%","∞","8.3","NO","30d","4 weeks (1x)"
"Мат. плата ASUS PRIME B760M-R D4 (S-1700, B760, HDMI, 3xPCI-E 4.0, 2xDDR4, 2xM.2, SATAIII RAID, SATA3, 2.5GbLAN)","0","0","0","0","""DG Comp""","$94.77","$0.00","$0.00","0.0%","∞","8.3","NO","30d","4 weeks (1x)"
"Мат. плата ASUS TUF GAMING B850M-E WIFI (S-AM5, B850, HDMI, DP, PCI-E, 4xDDR5, 3×M.2, 4xSATA, Wi-Fi 6E, BT 5.3, 2.5GbLAN)","0","0","0","0","""DG Comp""","$220.14","$0.00","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Мат. плата ASUS X870 MAX GAMING WIFI7 (S-AM5, X870, HDMI, 3xPCI-E, 4xDDR5, 3×M.2, 4xSATA, USB4, Wi-Fi 7, BT 5.4, 2.5GbLAN)","0","0","2","2","""DG Comp""","$343.54","$0.00","$0.00","0.0%","∞","57.2","HIGH","30d","4 weeks (1x)"
"Жесткий диск 16TB SATAIII Seagate BarraCuda ST16000DM001 (3.5"", SATAIII, 7200rpm, 512MB)","0","0","0","0","""Tier Distribution""","$215.76","$0.00","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Жесткий диск 10TB SATAIII Seagate ST10000NM017B Exos 7E10 Enterprise (3.5"", 7200rpm, 256Mb)","0","0","2","2","""Tier Distribution""","$204.16","$0.00","$0.00","0.0%","∞","57.2","HIGH","30d","4 weeks (1x)"
"Ноутбук HP OmniBook 7 Flip 2-in-1 16"" (3K OLED Touch, Core Ultra 7 258, 32GB, 1TB SSD, Silver, Win 11 Home)","0","0","0","0","""Echo Dubai LLC""","$1125.00","$0.00","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Жесткий диск 2TB Toshiba P300 HDWD320UZSVA (3.5"", SATAIII, 7200rpm, 256Mb)","0","0","28","28","""Kosatec""","$50.72","$0.00","$0.00","0.0%","∞","66.3","HIGH","30d","4 weeks (1x)"
"Видеокарта 4GB NVIDIA T400 (PCIe 3.0 x 16, GDDR6, 64bit, 3xMini DP, Low Profile)","0","0","0","0","""Kosatec""","$132.81","$0.00","$0.00","0.0%","∞","9.3","NO","30d","4 weeks (1x)"
"Система для видеоконференций Logitech Rally Bar Huddle (960-001501)","0","0","1","1","""Kosatec""","$1267.49","$0.00","$0.00","0.0%","∞","57.2","HIGH","30d","4 weeks (1x)"
"Картридж HP LJ Color Pro (W2210X, Black)","0","0","2","2","""Патрон"" ООО","$135.00","$0.00","$0.00","0.0%","∞","57.2","HIGH","30d","4 weeks (1x)"
"Картридж HP LJ Pro M304/404/428 CF259X (№59X)","0","0","2","2","""Патрон"" ООО","$350.00","$0.00","$0.00","0.0%","∞","57.2","HIGH","30d","4 weeks (1x)"
"Наушники с микрофоном беспроводные Sony WH-CH520B (Black)","0","0","10","10","""Kosatec""","$27.38","$0.00","$0.00","0.0%","∞","60","HIGH","30d","4 weeks (1x)"
"Жесткий диск 16TB SATAIII Seagate Exos X24 ST16000NM002H (3.5"", 7200rpm, 512Mb, 512e/4KN, 24x7)","0","0","8","8","""Kosatec""","$348.34","$0.00","$0.00","0.0%","∞","59.3","HIGH","30d","4 weeks (1x)"
"Моноблок Shuttle XPC Slim DS50U (Celeron 7305; Fanless; 2xDDR5 SODIMM; M.2/2.5""; HDMI/DP/VGA; RS232; 2xLAN)","0","0","15","15","""SPARKLE Disti FZE""","$398.00","$0.00","$0.00","0.0%","∞","61.8","HIGH","30d","4 weeks (1x)"
"Монитор LED 27"" MSI MAG 274URFWDE (4K IPS, 3840x2160, 160Hz, 1000:1, 1ms, HDMI/DP, White)","0","0","4","4","""Kosatec""","$529.20","$0.00","$0.00","0.0%","∞","57.9","HIGH","30d","4 weeks (1x)"
"Кулер система жидкостного охлаждения Cougar Poseidon Elite ARGB 360 Black (INTEL/AMD)","0","0","0","0","""IT Trading""","$86.57","$0.00","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Кулер ID-Cooling Frozn A410 (Universal socket INTEL/AMD, PWM, TDP up to 220w)","0","0","0","0","""IT Trading""","$25.59","$0.00","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Кулер система жидкостного охлаждения ID-Cooling ZOOMFLOW 360 XT V2 ARGB (INTEL/AMD)","0","0","0","0","""IT Trading""","$70.84","$0.00","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Кулер ID-Cooling Frozn A620 Black (Universal socket INTEL/AMD, PWM, TDP up to 270w)","0","0","0","0","""IT Trading""","$42.67","$0.00","$0.00","0.0%","∞","11.8","NO","30d","4 weeks (1x)"
"Кулер ID-Cooling SE-207-XT ADVANCED (Universal socket INTEL/AMD, PWM, TDP up to 280w)","0","0","0","0","""IT Trading""","$49.20","$0.00","$0.00","0.0%","∞","7.9","NO","30d","4 weeks (1x)"
"Карт-ридер Rocketek ID Card Reader (USB 2.0, Black)","0","0","0","0","""IT Plaza""","$9.97","$0.00","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Кабель Ugreen 80392 DP-DP V1.4 (FHD240Hz, 2K165Hz, 4K144Hz, 8K60Hz, 2m, Black)","0","0","0","0","""X-ART""","$6.79","$0.00","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Кабель Ugreen 10135 HDMI-DVI (2K, 2m, Black)","0","0","0","0","""X-ART""","$5.82","$0.00","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Мышь беспроводная Philips SPK7307B/00","0","0","0","0","""Elcore""","$7.50","$0.00","$0.00","0.0%","∞","15.6","NO","30d","4 weeks (1x)"
"Жесткий диск 1TB Toshiba Surveillance S300 HDWV110UZSVA (3.5"", SATAIII, 7200rpm, 64Mb)","0","0","0","0","""IT Trading""","$54.11","$0.00","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Корпус MidiTower Thermal Master B42 Black (USB 3.0, 600W)","0","0","0","0","""IT Trading""","$28.57","$0.00","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Кулер ID-Cooling Frozn A610 Black (Universal socket INTEL/AMD, PWM, TDP up to 250w)","0","0","0","0","""IT Trading""","$31.75","$0.00","$0.00","0.0%","∞","15.3","NO","30d","4 weeks (1x)"
"Корпус MidiTower Deepcool WAVE V2 (MicroATX)","0","0","0","0","""DG Comp""","$24.51","$0.00","$0.00","0.0%","∞","7.9","NO","30d","4 weeks (1x)"
"Кулер Deepcool AG200 (Universal socket INTEL/AMD, R-AG200-BKNNMN-G)","0","0","0","0","""DG Comp""","$11.85","$0.00","$0.00","0.0%","∞","8.9","NO","30d","4 weeks (1x)"
"Кулер система жидкостного охлаждения Deepcool LT720 (INTEL/AMD)","0","0","0","0","""DG Comp""","$140.99","$0.00","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Клавиатура+Мышь беспроводные Logitech MK235 (USB)","0","0","0","0","""X-ART""","$25.93","$0.00","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Инструмент Crimping Tool Ugreen 10952 (RJ11/12/45 Connector)","0","0","0","0","""X-ART""","$14.81","$0.00","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Сетевая карта Ugreen 90340 (Wi-Fi 6 X1800, USB)","0","0","0","0","""X-ART""","$23.72","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Сетевая карта Ugreen 50340 (AC1300 , USB)","0","0","0","0","""X-ART""","$18.21","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Клавиатура беспроводная Ugreen 25322","0","0","0","0","""X-ART""","$12.22","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Жесткий диск внешний корпус для SSD Ugreen 90264 (M.2 NVMe, PCIe3.0, Black, USB-C)","0","0","0","0","""X-ART""","$21.41","$0.00","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Коммуникатор USB Type-C to 1xHDMI; 1xUSB-C; 2xUSB 2.0 HUB; 1xSD; 1xTF Ugreen 15531","0","0","0","0","""X-ART""","$33.95","$0.00","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Переходник Ugreen 20611 (USB 3.0 to SATA HDD Converter)","0","0","0","0","""X-ART""","$13.21","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Кабель Ugreen 11646 (VGA(M) to VGA(M), 2m, Black)","0","0","0","0","""X-ART""","$4.38","$0.00","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Карт-ридер Ugreen 45167 (2xUSB 3.0, TF/SD/MS, Black)","0","0","0","0","""X-ART""","$8.46","$0.00","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Моноблок Acer Aspire C24-1300 23.8"" (IPS FHD, Ryzen 5 7520U, 8GB DDR4, 512GB SSD, Radeon 610M Graphics, Black)","0","0","0","0","""Elcore""","$554.25","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Сетевая карта Ugreen 50737 (10/100/1000, USB-C, Space Grey)","0","0","0","0","""X-ART""","$14.62","$0.00","$0.00","0.0%","∞","8.3","NO","30d","4 weeks (1x)"
"Наушники с микрофоном беспроводные Ugreen 35757 (HiTune Max5c, Bluetooth 5.4, Black)","0","0","0","0","""X-ART""","$30.77","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Подставка для ноутбука/планшета Ugreen 90849 (Alluminium)","0","0","0","0","""X-ART""","$36.25","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Кулер вентилятор для корпуса Deepcool RF120R","0","0","0","0","""DG Comp""","$4.53","$0.00","$0.00","0.0%","∞","10","NO","30d","4 weeks (1x)"
"Кулер вентилятор для корпуса Deepcool RF120B","0","0","0","0","""DG Comp""","$4.53","$0.00","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Корпус MidiTower Deepcool CC560 MESH V2 w/o Black (MidiATX)","0","0","0","0","""DG Comp""","$60.63","$0.00","$0.00","0.0%","∞","8.9","NO","30d","4 weeks (1x)"
"Корпус MidiTower Deepcool Matrexx 55 V4 w/o Black (MidiATX, ATX)","0","0","0","0","""DG Comp""","$57.13","$0.00","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Клавиатура+Мышь беспроводные Logitech MK270 (USB)","0","0","0","0","""X-ART""","$26.58","$0.00","$0.00","0.0%","∞","10.7","NO","30d","4 weeks (1x)"
"Кулер Deepcool AG300 (Universal socket INTEL/AMD, R-AG300-BKNNMN-G)","0","0","0","0","""DG Comp""","$12.49","$0.00","$0.00","0.0%","∞","15.6","NO","30d","4 weeks (1x)"
"Монитор LED 24"" Dell P2422H (24"", IPS, 8ms, HDMI/DP/USB 3.2 Gen 1 hub)","0","0","0","0","""DG Comp""","$168.07","$0.00","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Смартфон Samsung Galaxy A52 128GB, 4GB, Blue (USED)","0","0","0","0","""Chip""","$240.51","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Инструмент GEMBIRD T-WC-04","0","0","1","1","""Brand Computers""","$8.35","$0.00","$0.00","0.0%","∞","56.9","HIGH","30d","4 weeks (1x)"
"Аккумулятор для ИБП CSB GP1270 for APC (12V/17AH)","0","0","0","0","""Би Лайн"" ООО","$68.59","$0.00","$0.00","0.0%","∞","7.9","NO","30d","4 weeks (1x)"
"Док-станция HDD Ugreen 50857 (2xSATA, USB 3.0)","0","0","0","0","""X-ART""","$29.87","$0.00","$0.00","0.0%","∞","11.4","NO","30d","4 weeks (1x)"
"Кабель Ugreen 50997 (USB-C(M) to USB-C(M), 1m, 60W, Black)","0","0","0","0","""X-ART""","$3.46","$0.00","$0.00","0.0%","∞","12.8","NO","30d","4 weeks (1x)"
"Корпус MidiTower Deepcool CG580 4F (USB3.0, MidiATX)","0","0","0","0","""DG Comp""","$93.63","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Корпус MidiTower ThermalTake Versa H24 black (MidiATX)","0","0","0","0","""X-ART""","$43.59","$0.00","$0.00","0.0%","∞","7.9","NO","30d","4 weeks (1x)"
"Кабель Ugreen 10306 (USB-C(M) to USB-C(M), 2m, Black)","0","0","0","0","""X-ART""","$3.97","$0.00","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Коммуникатор USB-HUB Ugreen 50985 (USB Type-C to 4xUSB 3.0, Black)","0","0","0","0","""X-ART""","$10.90","$0.00","$0.00","0.0%","∞","10","NO","30d","4 weeks (1x)"
"Блок питания 850W Cougar Gex Pro 850 80+ Gold (ATX3.1, PCIe 5.1)","0","0","0","0","""IT Trading""","$129.00","$0.00","$0.00","0.0%","∞","8.3","NO","30d","4 weeks (1x)"
"Кабель Baseus CATLYS-C02 (Type-C to Lightning, 2m, White)","0","0","0","0","""Chip""","$10.26","$0.00","$0.00","0.0%","∞","10.7","NO","30d","4 weeks (1x)"
"Кронштейн для ТВ Onkron M4 (32""-65"", Black)","0","0","0","0","""Chip""","$53.85","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Сетевой фильтр Garnizon EPB-G4-CU2-B-3 (4 Sockets, 1xType-C, 2xUSB-A, 3m)","0","0","0","0","""Chip""","$10.00","$0.00","$0.00","0.0%","∞","8.6","NO","30d","4 weeks (1x)"
"Сетевой фильтр SRK (5 Sockets, 3xUSB-A, 3m)","0","0","0","0","""Chip""","$11.03","$0.00","$0.00","0.0%","∞","7.9","NO","30d","4 weeks (1x)"
"Кабель канал для проводов самоклеящийся (30x10mm, 6m, 1pc, Grey)","0","0","2","2","""M Service""","$31.69","$0.00","$0.00","0.0%","∞","57.9","HIGH","30d","4 weeks (1x)"
"Кабель канал для проводов (70x12mm, 1.1m, 5pcs)","0","0","0","0","""Chip""","$17.44","$0.00","$0.00","0.0%","∞","8.6","NO","30d","4 weeks (1x)"
"Зарядное устройство Baseus GaN3 Pro 100W (QC4/PD3.0/Type-C - USB - 220V)","0","0","0","0","""Chip""","$127.85","$0.00","$0.00","0.0%","∞","8.6","NO","30d","4 weeks (1x)"
"Крепление кабеля, клипса (1.88cm, 10pcs, Black)","0","0","0","0","""Chip""","$8.85","$0.00","$0.00","0.0%","∞","13.5","NO","30d","4 weeks (1x)"
"Чистящие салфетки Defender CLN30102 (for all types of screens, 100pcs)","0","0","0","0","""Chip""","$6.15","$0.00","$0.00","0.0%","∞","10","NO","30d","4 weeks (1x)"
"Кабель Baseus Cafule CATKLF-ALG1 (Type-C to Type-C, PD2.0 100W, 2m)","0","0","0","0","""Chip""","$17.44","$0.00","$0.00","0.0%","∞","8.6","NO","30d","4 weeks (1x)"
"Инструмент набор отверток (10-in-1)","0","0","0","0","""Chip""","$21.28","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Кабель питания Cablexpert PC-186-1M (IEC C13 - Schuko, 6A, 1m, Black)","0","0","0","0","""Chip""","$4.68","$0.00","$0.00","0.0%","∞","15.3","NO","30d","4 weeks (1x)"
"Сетевой фильтр SRK (5 Sockets, 3xUSB-A, 10m)","0","0","0","0","""Chip""","$20.00","$0.00","$0.00","0.0%","∞","7.9","NO","30d","4 weeks (1x)"
"Радиатор охлаждения M.2 NVME IceShark RAD.02","0","0","0","0","""Chip""","$7.59","$0.00","$0.00","0.0%","∞","8.3","NO","30d","4 weeks (1x)"
"Корпус MidiTower Cougar FV150 RGB w/o black (MidiATX)","0","0","0","0","""IT Trading""","$89.31","$0.00","$0.00","0.0%","∞","7.9","NO","30d","4 weeks (1x)"
"Блок питания 850W Thermaltake Toughpower GF Gold Full Modular (ATX)","0","0","0","0","""X-ART""","$130.77","$0.00","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Монитор LED 32"" ASUS PA329CV (IPS, 3840x2160 UHD, 60Hz, HDR 400, 5000000:1, 5ms, 2xHDMI/DP/USB-C, Speakers)","0","0","0","0","""DG Comp""","$873.23","$0.00","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Термопрокладка Ice Shark (100x100mm, 1.5mm, 20W/mK)","0","0","0","0","""M Service""","$14.10","$0.00","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Принтер лазерный цветной МФУ Canon I-Sensys MF752CDW, Color Laser, A4","0","0","0","0","""DG Comp""","$376.10","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Кулер вентилятор для корпуса ID-Cooling AS-120-ARGB-K TRIO 3-Pack","0","0","0","0","""IT Trading""","$11.85","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Клавиатура Ugreen 55817 Gaming (Mechanical, White/Green, USB)","0","0","0","0","""X-ART""","$33.33","$0.00","$0.00","0.0%","∞","8.3","NO","30d","4 weeks (1x)"
"Монитор LED 27"" LG 27GS75Q-B (IPS, 2K 2560x1440, 200Hz, 1ms, HDR10, sRGB 99%, G-Sync, FreeSync, 2xHDMI/DP/USB-C, Black)","0","0","0","0","""IT Trading""","$256.66","$0.00","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Коврик для мыши HyperX Pulsefire Mat L (Black, 450x450mm)","0","0","0","0","""CP Serv""","$16.62","$0.00","$0.00","0.0%","∞","10","NO","30d","4 weeks (1x)"
"Джойстик беспроводной Sony PlayStation 5 DualSense Edge Controller (White)","0","0","0","0","""Zigzag""","$260.26","$0.00","$0.00","0.0%","∞","7.9","NO","30d","4 weeks (1x)"
